Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,UCSCM,Game Score,Team Indicator,Play,Period
01:13,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
01:13,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
01:13,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
01:13,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
01:13,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
01:08,,99,,102 (+3),"GOOD LAYUP by CRAIN,WILL(fastbreak)(in the paint)",UCSCM 99-102 (-3),,"GOOD LAYUP by CRAIN,WILL(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by CILIA,COREY",,,"ASSIST  by CILIA,COREY",2
00:56,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",101,,102 (+1),,RHO 101-102 (-1),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
00:43,,,,,"MISS LAYUP by CRAIN,WILL",,,"MISS LAYUP by CRAIN,WILL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:39,,,,,"SUB IN by DORFMAN,BEN",,,"SUB IN by DORFMAN,BEN",2
00:39,,,,,"SUB OUT by CILIA,COREY",,,"SUB OUT by CILIA,COREY",2
00:25,"GOOD JUMPER by SULLIVAN,BRENNAN",103 (+1),,102,,RHO 103-102 (+1),,"GOOD JUMPER by SULLIVAN,BRENNAN",2
00:24,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
00:24,,103,,103,"GOOD FT by MARLOW,ADAM",UCSCM 103-103 (0),,"GOOD FT by MARLOW,ADAM",2
00:24,,,,,"MISS FT by MARLOW,ADAM",,,"MISS FT by MARLOW,ADAM",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
00:24,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
00:24,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
00:24,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
00:24,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
00:24,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
00:24,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
00:05,,,,,"FOUL  by CRAIN,WILL",,,"FOUL  by CRAIN,WILL",2
00:05,"MISS FT by WEIR,JJ",,,,,,,"MISS FT by WEIR,JJ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:05,"MISS FT by WEIR,JJ",,,,,,,"MISS FT by WEIR,JJ",2
--,,,,,"REBOUND DEF by CRAIN,WILL",,,"REBOUND DEF by CRAIN,WILL",2
00:05,,,,,"SUB IN by CILIA,COREY",,,"SUB IN by CILIA,COREY",2
00:05,,,,,"SUB OUT by DORFMAN,BEN",,,"SUB OUT by DORFMAN,BEN",2
00:01,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:01,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
00:01,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
00:00,,,,,"MISS 3PTR by CRAIN,WILL",,,"MISS 3PTR by CRAIN,WILL",2
--,"REBOUND DEF by ASHBY,KENDRICK",,,,,,,"REBOUND DEF by ASHBY,KENDRICK",2
05:00,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",3
05:00,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",3
05:00,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",3
05:00,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",3
05:00,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",3
05:00,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",3
05:00,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",3
05:00,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",3
05:00,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",3
05:00,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",3
05:00,,,,,"SUB IN by DORFMAN,BEN",,,"SUB IN by DORFMAN,BEN",3
05:00,,,,,"SUB OUT by CILIA,COREY",,,"SUB OUT by CILIA,COREY",3
04:32,,,,,"MISS JUMPER by WESTON,TRE",,,"MISS JUMPER by WESTON,TRE",3
04:32,"BLOCK  by HARRISON,IAN",,,,,,,"BLOCK  by HARRISON,IAN",3
--,,,,,"REBOUND OFF by WESTON,TRE",,,"REBOUND OFF by WESTON,TRE",3
04:19,,,,,"MISS LAYUP by CREIGHTON,KYLE",,,"MISS LAYUP by CREIGHTON,KYLE",3
--,"REBOUND DEF by LOWRIE,ANDREW",,,,,,,"REBOUND DEF by LOWRIE,ANDREW",3
04:07,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",3
--,,,,,"REBOUND DEF by CREIGHTON,KYLE",,,"REBOUND DEF by CREIGHTON,KYLE",3
03:52,,,,,"TURNOVER  by WESTON,TRE",,,"TURNOVER  by WESTON,TRE",3
03:52,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",3
03:52,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",3
03:52,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",3
03:52,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",3
03:52,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",3
03:52,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",3
03:52,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",3
03:52,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",3
03:52,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",3
03:52,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",3
03:52,,,,,"SUB IN by CILIA,COREY",,,"SUB IN by CILIA,COREY",3
03:52,,,,,"SUB OUT by DORFMAN,BEN",,,"SUB OUT by DORFMAN,BEN",3
03:40,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",3
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",3
03:27,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",3
--,,,,,"REBOUND DEF by CREIGHTON,KYLE",,,"REBOUND DEF by CREIGHTON,KYLE",3
03:13,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",3
03:13,,103,,104 (+1),"GOOD FT by CREIGHTON,KYLE",UCSCM 103-104 (-1),,"GOOD FT by CREIGHTON,KYLE",3
03:13,,103,,105 (+2),"GOOD FT by CREIGHTON,KYLE",UCSCM 103-105 (-2),,"GOOD FT by CREIGHTON,KYLE",3
03:13,,,,,"SUB IN by DORFMAN,BEN",,,"SUB IN by DORFMAN,BEN",3
03:13,,,,,"SUB OUT by CREIGHTON,KYLE",,,"SUB OUT by CREIGHTON,KYLE",3
03:05,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",3
02:53,,,,,"MISS 3PTR by DORFMAN,BEN",,,"MISS 3PTR by DORFMAN,BEN",3
--,,,,,"REBOUND OFF by WESTON,TRE",,,"REBOUND OFF by WESTON,TRE",3
02:48,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",3
02:48,,,,,"MISS FT by WESTON,TRE",,,"MISS FT by WESTON,TRE",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
02:48,,,,,"MISS FT by WESTON,TRE",,,"MISS FT by WESTON,TRE",3
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",3
02:48,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",3
02:48,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",3
02:48,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",3
02:48,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",3
02:48,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",3
02:48,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",3
02:48,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",3
02:48,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",3
02:48,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",3
02:48,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",3
02:48,,,,,"SUB IN by CREIGHTON,KYLE",,,"SUB IN by CREIGHTON,KYLE",3
02:48,,,,,"SUB OUT by CRAIN,WILL",,,"SUB OUT by CRAIN,WILL",3
02:40,,,,,"FOUL  by WESTON,TRE",,,"FOUL  by WESTON,TRE",3
02:40,"GOOD FT by WEIR,JJ",104,,105 (+1),,RHO 104-105 (-1),,"GOOD FT by WEIR,JJ",3
02:40,"GOOD FT by WEIR,JJ",105,,105,,RHO 105-105 (0),,"GOOD FT by WEIR,JJ",3
02:40,,,,,"SUB IN by CRAIN,WILL",,,"SUB IN by CRAIN,WILL",3
02:40,,,,,"SUB OUT by WESTON,TRE",,,"SUB OUT by WESTON,TRE",3
02:23,,,,,"TURNOVER  by CRAIN,WILL",,,"TURNOVER  by CRAIN,WILL",3
02:17,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",3
--,,,,,"REBOUND DEF by CRAIN,WILL",,,"REBOUND DEF by CRAIN,WILL",3
01:54,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",3
01:54,,105,,106 (+1),"GOOD FT by CILIA,COREY",UCSCM 105-106 (-1),,"GOOD FT by CILIA,COREY",3
01:54,,105,,107 (+2),"GOOD FT by CILIA,COREY",UCSCM 105-107 (-2),,"GOOD FT by CILIA,COREY",3
01:54,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",3
01:54,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",3
01:54,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",3
01:54,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",3
01:54,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",3
01:54,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",3
01:54,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",3
01:54,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",3
01:54,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",3
01:54,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",3
01:54,,,,,"SUB IN by WESTON,TRE",,,"SUB IN by WESTON,TRE",3
01:54,,,,,"SUB OUT by DORFMAN,BEN",,,"SUB OUT by DORFMAN,BEN",3
01:38,"GOOD LAYUP by DARST,DANIEL(in the paint)",107,,107,,RHO 107-107 (0),,"GOOD LAYUP by DARST,DANIEL(in the paint)",3
01:11,,107,,109 (+2),"GOOD JUMPER by CREIGHTON,KYLE(in the paint)",UCSCM 107-109 (-2),,"GOOD JUMPER by CREIGHTON,KYLE(in the paint)",3
--,,,,,"ASSIST  by MARLOW,ADAM",,,"ASSIST  by MARLOW,ADAM",3
01:00,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",3
--,"REBOUND OFF by NYAWATA,ANESU",,,,,,,"REBOUND OFF by NYAWATA,ANESU",3
00:57,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",109,,109,,RHO 109-109 (0),,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",3
00:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:56,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",3
00:56,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",3
00:56,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",3
00:56,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",3
00:34,,,,,"MISS 3PTR by CREIGHTON,KYLE",,,"MISS 3PTR by CREIGHTON,KYLE",3
--,,,,,"REBOUND OFF by WESTON,TRE",,,"REBOUND OFF by WESTON,TRE",3
00:03,,109,,111 (+2),"GOOD JUMPER by MARLOW,ADAM",UCSCM 109-111 (-2),,"GOOD JUMPER by MARLOW,ADAM",3
00:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:03,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",3
00:03,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",3
00:03,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",3
00:03,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",3
00:03,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",3
00:03,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",3
00:03,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",3
00:03,,,,,"SUB IN by DORFMAN,BEN",,,"SUB IN by DORFMAN,BEN",3
00:03,,,,,"SUB OUT by CRAIN,WILL",,,"SUB OUT by CRAIN,WILL",3
00:03,,,,,"SUB OUT by CILIA,COREY",,,"SUB OUT by CILIA,COREY",3
00:03,,,,,"SUB OUT by MARLOW,ADAM",,,"SUB OUT by MARLOW,ADAM",3
00:03,,,,,"SUB OUT by CREIGHTON,KYLE",,,"SUB OUT by CREIGHTON,KYLE",3
00:03,,,,,"SUB OUT by WESTON,TRE",,,"SUB OUT by WESTON,TRE",3
00:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
00:00,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",3
--,,,,,"REBOUND DEF by CREIGHTON,KYLE",,,"REBOUND DEF by CREIGHTON,KYLE",3
