Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,WIS,Game Score,Team Indicator,Play,Period
02:50,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
02:50,,,,,"SUB IN by WRIGHT,WILYAM",,,"SUB IN by WRIGHT,WILYAM",2
02:50,,,,,"SUB OUT by MARTINEK,JACK",,,"SUB OUT by MARTINEK,JACK",2
02:39,,,,,"MISS JUMPER by DUFF,CHRIS",,,"MISS JUMPER by DUFF,CHRIS",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
02:30,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",2
--,,,,,"REBOUND DEF by MILLER,SEAN",,,"REBOUND DEF by MILLER,SEAN",2
02:24,,,,,"TURNOVER  by WRIGHT,WILYAM",,,"TURNOVER  by WRIGHT,WILYAM",2
02:24,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
02:24,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
02:24,,,,,"SUB IN by LACY,JACK",,,"SUB IN by LACY,JACK",2
02:24,,,,,"SUB OUT by DUFF,CHRIS",,,"SUB OUT by DUFF,CHRIS",2
02:07,"MISS LAYUP by GALVIN,OWEN",,,,,,,"MISS LAYUP by GALVIN,OWEN",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
02:01,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND DEF by LUCAS,DEONDRE",,,"REBOUND DEF by LUCAS,DEONDRE",2
01:42,,,,,"TURNOVER  by LUCAS,DEONDRE",,,"TURNOVER  by LUCAS,DEONDRE",2
01:42,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
01:42,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
01:42,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
01:42,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
01:42,,,,,"SUB IN by OLIVER,MONTRELL",,,"SUB IN by OLIVER,MONTRELL",2
01:42,,,,,"SUB IN by CHRISTIANSEN,STEVE",,,"SUB IN by CHRISTIANSEN,STEVE",2
01:42,,,,,"SUB OUT by LUCAS,DEONDRE",,,"SUB OUT by LUCAS,DEONDRE",2
01:42,,,,,"SUB OUT by WEIX,JOSH",,,"SUB OUT by WEIX,JOSH",2
01:27,,,,,"FOUL  by MILLER,SEAN",,,"FOUL  by MILLER,SEAN",2
01:27,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:27,"GOOD FT by LOVE,KERRY",93,,118 (+25),,RHO 93-118 (-25),,"GOOD FT by LOVE,KERRY",2
01:09,,,,,"TURNOVER  by LACY,JACK",,,"TURNOVER  by LACY,JACK",2
00:52,"TURNOVER  by LOVE,KERRY",,,,,,,"TURNOVER  by LOVE,KERRY",2
00:52,,,,,"SUB IN by LINK,ADAM",,,"SUB IN by LINK,ADAM",2
00:52,,,,,"SUB OUT by MILLER,SEAN",,,"SUB OUT by MILLER,SEAN",2
00:37,,,,,"TURNOVER  by CHRISTIANSEN,STEVE",,,"TURNOVER  by CHRISTIANSEN,STEVE",2
00:36,"STEAL  by GALVIN,OWEN",,,,,,,"STEAL  by GALVIN,OWEN",2
00:28,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",2
00:27,,,,,"STEAL  by OLIVER,MONTRELL",,,"STEAL  by OLIVER,MONTRELL",2
00:25,,93,,120 (+27),"GOOD LAYUP by OLIVER,MONTRELL(fastbreak)(in the paint)",WIS 93-120 (-27),,"GOOD LAYUP by OLIVER,MONTRELL(fastbreak)(in the paint)",2
00:13,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",2
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",2
00:06,,,,,"FOUL  by LACY,JACK",,,"FOUL  by LACY,JACK",2
00:06,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:06,"GOOD FT by GALVIN,OWEN",94,,120 (+26),,RHO 94-120 (-26),,"GOOD FT by GALVIN,OWEN",2
