Time Remaining,OGL,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
05:05,,90,,96 (+6),"GOOD FT by BERRY,BRYCE",RHO 90-96 (+6),,"GOOD FT by BERRY,BRYCE",2
05:00,"TURNOVER  by HUFFMAN,DEVIN",,,,,,,"TURNOVER  by HUFFMAN,DEVIN",2
04:59,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
04:50,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
04:44,,90,,98 (+8),"GOOD LAYUP by DE FERIA,NICK(in the paint)",RHO 90-98 (+8),,"GOOD LAYUP by DE FERIA,NICK(in the paint)",2
--,,,,,"ASSIST  by GEE,TYLER",,,"ASSIST  by GEE,TYLER",2
04:38,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
04:38,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
04:38,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
04:38,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:38,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
04:38,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
04:38,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
04:38,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
04:38,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
04:38,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
04:38,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
04:38,"SUB OUT by TURNER,MIKE",,,,,,,"SUB OUT by TURNER,MIKE",2
04:38,"SUB OUT by ANDINO,GEORGE",,,,,,,"SUB OUT by ANDINO,GEORGE",2
04:38,"SUB OUT by EDWARDS,JUSTIN",,,,,,,"SUB OUT by EDWARDS,JUSTIN",2
04:38,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
04:38,"SUB OUT by HUGHES,JUSTIN",,,,,,,"SUB OUT by HUGHES,JUSTIN",2
04:38,"SUB IN by TURNER,MIKE",,,,,,,"SUB IN by TURNER,MIKE",2
04:38,"SUB IN by LAWRENCE,CHRIS",,,,,,,"SUB IN by LAWRENCE,CHRIS",2
04:38,"SUB IN by EDWARDS,JUSTIN",,,,,,,"SUB IN by EDWARDS,JUSTIN",2
04:38,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
04:38,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",2
04:22,,,,,"MISS 3PTR by MCINTYRE,WILL",,,"MISS 3PTR by MCINTYRE,WILL",2
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",2
04:10,"GOOD LAYUP by PATRICK,DREW(in the paint)",92,,98 (+6),,OGL 92-98 (+6),,"GOOD LAYUP by PATRICK,DREW(in the paint)",2
04:10,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
04:10,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
04:10,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
04:10,"GOOD FT by PATRICK,DREW",93,,98 (+5),,OGL 93-98 (+5),,"GOOD FT by PATRICK,DREW",2
03:59,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:59,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
03:59,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:59,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:59,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
03:59,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
03:59,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
03:59,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
03:59,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
03:59,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
03:59,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
03:42,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
03:42,"BLOCK  by INUNGU,TOM",,,,,,,"BLOCK  by INUNGU,TOM",2
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",2
03:30,"GOOD LAYUP by PATRICK,DREW(in the paint)",95,,98 (+3),,OGL 95-98 (+3),,"GOOD LAYUP by PATRICK,DREW(in the paint)",2
--,"ASSIST  by TURNER,MIKE",,,,,,,"ASSIST  by TURNER,MIKE",2
03:02,,95,,100 (+5),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 95-100 (+5),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
02:47,"MISS LAYUP by LAWRENCE,CHRIS",,,,,,,"MISS LAYUP by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
02:26,,95,,103 (+8),"GOOD 3PTR by BERRY,BRYCE",RHO 95-103 (+8),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
02:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:23,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
02:23,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
02:23,"SUB IN by HUGHES,JUSTIN",,,,,,,"SUB IN by HUGHES,JUSTIN",2
02:23,"SUB OUT by LAWRENCE,CHRIS",,,,,,,"SUB OUT by LAWRENCE,CHRIS",2
02:18,"TURNOVER  by EDWARDS,JUSTIN",,,,,,,"TURNOVER  by EDWARDS,JUSTIN",2
02:18,"FOUL  by EDWARDS,JUSTIN",,,,,,,"FOUL  by EDWARDS,JUSTIN",2
01:57,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
01:50,"GOOD LAYUP by TURNER,MIKE(fastbreak)(in the paint)",97,,103 (+6),,OGL 97-103 (+6),,"GOOD LAYUP by TURNER,MIKE(fastbreak)(in the paint)",2
--,"ASSIST  by PATRICK,DREW",,,,,,,"ASSIST  by PATRICK,DREW",2
01:48,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
01:48,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
01:27,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
01:18,"MISS 3PTR by TURNER,MIKE",,,,,,,"MISS 3PTR by TURNER,MIKE",2
--,"REBOUND OFF by PATRICK,DREW",,,,,,,"REBOUND OFF by PATRICK,DREW",2
01:12,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
01:12,"GOOD FT by PATRICK,DREW",98,,103 (+5),,OGL 98-103 (+5),,"GOOD FT by PATRICK,DREW",2
01:12,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:12,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
01:12,"GOOD FT by PATRICK,DREW",99,,103 (+4),,OGL 99-103 (+4),,"GOOD FT by PATRICK,DREW",2
00:50,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
00:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:47,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
00:47,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
00:35,"FOUL  by EDWARDS,JUSTIN",,,,,,,"FOUL  by EDWARDS,JUSTIN",2
00:35,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:35,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
00:35,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
00:35,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
00:35,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
00:35,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",2
00:35,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
00:35,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
00:35,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
00:35,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
00:35,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
00:35,,99,,104 (+5),"GOOD FT by SULLIVAN,BRENNAN",RHO 99-104 (+5),,"GOOD FT by SULLIVAN,BRENNAN",2
00:23,"GOOD LAYUP by TURNER,MIKE(in the paint)",101,,104 (+3),,OGL 101-104 (+3),,"GOOD LAYUP by TURNER,MIKE(in the paint)",2
00:21,"FOUL  by EDWARDS,JUSTIN",,,,,,,"FOUL  by EDWARDS,JUSTIN",2
00:21,,101,,105 (+4),"GOOD FT by DARST,DANIEL",RHO 101-105 (+4),,"GOOD FT by DARST,DANIEL",2
00:21,"SUB IN by ANDINO,GEORGE",,,,,,,"SUB IN by ANDINO,GEORGE",2
00:21,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
00:21,,101,,106 (+5),"GOOD FT by DARST,DANIEL",RHO 101-106 (+5),,"GOOD FT by DARST,DANIEL",2
00:17,"MISS 3PTR by TURNER,MIKE",,,,,,,"MISS 3PTR by TURNER,MIKE",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
00:13,"FOUL  by EDWARDS,JUSTIN",,,,,,,"FOUL  by EDWARDS,JUSTIN",2
00:13,,,,,"MISS FT by SULLIVAN,BRENNAN",,,"MISS FT by SULLIVAN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:13,,101,,107 (+6),"GOOD FT by SULLIVAN,BRENNAN",RHO 101-107 (+6),,"GOOD FT by SULLIVAN,BRENNAN",2
00:07,"MISS 3PTR by EDWARDS,JUSTIN",,,,,,,"MISS 3PTR by EDWARDS,JUSTIN",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
