Time Remaining,BLU,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
08:35,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",2
08:35,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",2
08:11,"MISS 3PTR by MAKSVYTIS,MARTIN",,,,,,,"MISS 3PTR by MAKSVYTIS,MARTIN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
08:01,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
08:01,,,,,"FOUL  by WEIR,JJ",,,"FOUL  by WEIR,JJ",2
08:01,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
08:01,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
08:01,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
08:01,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
08:01,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
08:01,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
08:01,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
08:01,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
08:01,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
08:01,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
07:55,"MISS LAYUP by ROHDE,AUSTIN",,,,,,,"MISS LAYUP by ROHDE,AUSTIN",2
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",2
07:44,,86,,88 (+2),"GOOD JUMPER by NYAWATA,ANESU(in the paint)",RHO 86-88 (+2),,"GOOD JUMPER by NYAWATA,ANESU(in the paint)",2
07:44,"FOUL  by RENNER,ANDREW",,,,,,,"FOUL  by RENNER,ANDREW",2
07:44,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:44,"SUB IN by ELCHERT,TREY",,,,,,,"SUB IN by ELCHERT,TREY",2
07:44,"SUB OUT by CHRISTIE,KEVIN",,,,,,,"SUB OUT by CHRISTIE,KEVIN",2
07:44,,86,,89 (+3),"GOOD FT by NYAWATA,ANESU",RHO 86-89 (+3),,"GOOD FT by NYAWATA,ANESU",2
07:30,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
07:30,"MISS FT by ROHDE,AUSTIN",,,,,,,"MISS FT by ROHDE,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:30,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
07:30,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:30,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
07:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
07:30,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
07:30,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
07:30,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
07:30,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
07:30,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
07:30,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
07:30,"GOOD FT by ROHDE,AUSTIN",87,,89 (+2),,BLU 87-89 (+2),,"GOOD FT by ROHDE,AUSTIN",2
07:18,"FOUL  by ROHDE,AUSTIN",,,,,,,"FOUL  by ROHDE,AUSTIN",2
07:18,,,,,"MISS FT by WEIR,JJ",,,"MISS FT by WEIR,JJ",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:18,,,,,"MISS FT by WEIR,JJ",,,"MISS FT by WEIR,JJ",2
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",2
06:54,"MISS JUMPER by WENTLING,JARED",,,,,,,"MISS JUMPER by WENTLING,JARED",2
--,"REBOUND OFF by RENNER,ANDREW",,,,,,,"REBOUND OFF by RENNER,ANDREW",2
06:51,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
06:51,"GOOD FT by RENNER,ANDREW",88,,89 (+1),,BLU 88-89 (+1),,"GOOD FT by RENNER,ANDREW",2
06:51,"GOOD FT by RENNER,ANDREW",89,,89,,BLU 89-89 (0),,"GOOD FT by RENNER,ANDREW",2
06:43,,89,,91 (+2),"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 89-91 (+2),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
06:20,"MISS JUMPER by ROHDE,AUSTIN",,,,,,,"MISS JUMPER by ROHDE,AUSTIN",2
--,,,,,"REBOUND DEF by LOWRIE,ANDREW",,,"REBOUND DEF by LOWRIE,ANDREW",2
06:06,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",2
--,,,,,"REBOUND OFF by WEIR,JJ",,,"REBOUND OFF by WEIR,JJ",2
05:56,,89,,93 (+4),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 89-93 (+4),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
05:36,"MISS 3PTR by ROHDE,AUSTIN",,,,,,,"MISS 3PTR by ROHDE,AUSTIN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
05:28,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",2
05:20,"GOOD LAYUP by ROHDE,AUSTIN(fastbreak)(in the paint)",91,,93 (+2),,BLU 91-93 (+2),,"GOOD LAYUP by ROHDE,AUSTIN(fastbreak)(in the paint)",2
05:18,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
05:18,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:18,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
05:18,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
05:18,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
05:18,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
05:18,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
05:18,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
05:18,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
05:18,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
05:18,"SUB IN by CHRISTIE,KEVIN",,,,,,,"SUB IN by CHRISTIE,KEVIN",2
05:18,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",2
05:09,,91,,95 (+4),"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHO 91-95 (+4),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
04:46,"GOOD LAYUP by CHRISTIE,KEVIN(in the paint)",93,,95 (+2),,BLU 93-95 (+2),,"GOOD LAYUP by CHRISTIE,KEVIN(in the paint)",2
04:42,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
04:42,"SUB IN by HUNTER,ANDREW",,,,,,,"SUB IN by HUNTER,ANDREW",2
04:42,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",2
04:35,"GOOD LAYUP by WENTLING,JARED(in the paint)",95,,95,,BLU 95-95 (0),,"GOOD LAYUP by WENTLING,JARED(in the paint)",2
--,"ASSIST  by HUNTER,ANDREW",,,,,,,"ASSIST  by HUNTER,ANDREW",2
04:05,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,"REBOUND DEF by CHRISTIE,KEVIN",,,,,,,"REBOUND DEF by CHRISTIE,KEVIN",2
03:58,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:58,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
03:58,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
03:58,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
03:58,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
03:58,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
03:58,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
03:58,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
03:58,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
03:58,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
03:58,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
03:44,"MISS 3PTR by ELCHERT,TREY",,,,,,,"MISS 3PTR by ELCHERT,TREY",2
--,"REBOUND OFF by CHRISTIE,KEVIN",,,,,,,"REBOUND OFF by CHRISTIE,KEVIN",2
03:19,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
03:19,"GOOD FT by MAKSVYTIS,MARTIN",96 (+1),,95,,BLU 96-95 (-1),,"GOOD FT by MAKSVYTIS,MARTIN",2
03:19,"SUB OUT by RENNER,ANDREW",,,,,,,"SUB OUT by RENNER,ANDREW",2
03:19,"SUB OUT by ELCHERT,TREY",,,,,,,"SUB OUT by ELCHERT,TREY",2
03:19,"SUB OUT by MAKSVYTIS,MARTIN",,,,,,,"SUB OUT by MAKSVYTIS,MARTIN",2
03:19,"SUB OUT by WENTLING,JARED",,,,,,,"SUB OUT by WENTLING,JARED",2
03:19,"SUB OUT by ROHDE,AUSTIN",,,,,,,"SUB OUT by ROHDE,AUSTIN",2
03:19,"SUB IN by RENNER,ANDREW",,,,,,,"SUB IN by RENNER,ANDREW",2
03:19,"SUB IN by ELCHERT,TREY",,,,,,,"SUB IN by ELCHERT,TREY",2
03:19,"SUB IN by MAKSVYTIS,MARTIN",,,,,,,"SUB IN by MAKSVYTIS,MARTIN",2
03:19,"SUB IN by WENTLING,JARED",,,,,,,"SUB IN by WENTLING,JARED",2
03:19,"SUB IN by ROHDE,AUSTIN",,,,,,,"SUB IN by ROHDE,AUSTIN",2
03:19,"GOOD FT by MAKSVYTIS,MARTIN",97 (+2),,95,,BLU 97-95 (-2),,"GOOD FT by MAKSVYTIS,MARTIN",2
03:05,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by WENTLING,JARED",,,,,,,"REBOUND DEF by WENTLING,JARED",2
02:56,"TURNOVER  by ELCHERT,TREY",,,,,,,"TURNOVER  by ELCHERT,TREY",2
02:56,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
02:56,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
02:56,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
02:56,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
02:56,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
02:56,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
02:56,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
02:56,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
02:56,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
02:56,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
02:42,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
02:42,"BLOCK  by WENTLING,JARED",,,,,,,"BLOCK  by WENTLING,JARED",2
--,"REBOUND DEF by RENNER,ANDREW",,,,,,,"REBOUND DEF by RENNER,ANDREW",2
02:23,"GOOD LAYUP by WENTLING,JARED(in the paint)",99 (+4),,95,,BLU 99-95 (-4),,"GOOD LAYUP by WENTLING,JARED(in the paint)",2
--,"ASSIST  by ROHDE,AUSTIN",,,,,,,"ASSIST  by ROHDE,AUSTIN",2
02:07,,99 (+2),,97,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",RHO 99-97 (-2),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",2
01:54,"MISS 3PTR by ROHDE,AUSTIN",,,,,,,"MISS 3PTR by ROHDE,AUSTIN",2
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",2
01:36,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",2
01:29,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
01:29,"MISS FT by ROHDE,AUSTIN",,,,,,,"MISS FT by ROHDE,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:29,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
01:29,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
01:29,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
01:29,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
01:29,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
01:29,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
01:29,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
01:29,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
01:29,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
01:29,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
01:29,"GOOD FT by ROHDE,AUSTIN",100 (+3),,97,,BLU 100-97 (-3),,"GOOD FT by ROHDE,AUSTIN",2
01:15,,100,,100,"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 100-100 (0),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
01:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:13,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
01:13,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
00:47,"MISS JUMPER by ROHDE,AUSTIN",,,,,,,"MISS JUMPER by ROHDE,AUSTIN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
00:38,,,,,"MISS LAYUP by WEIR,JJ",,,"MISS LAYUP by WEIR,JJ",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
00:37,"FOUL  by RENNER,ANDREW",,,,,,,"FOUL  by RENNER,ANDREW",2
00:37,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:37,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by ROHDE,AUSTIN",,,,,,,"REBOUND DEF by ROHDE,AUSTIN",2
00:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:11,"GOOD JUMPER by ROHDE,AUSTIN(in the paint)",102 (+2),,100,,BLU 102-100 (-2),,"GOOD JUMPER by ROHDE,AUSTIN(in the paint)",2
00:00,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
